,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,-0.045301404,0.22205038,-0.594731,-0.6452054,-0.013364528,0.0,-1.0487595,1.176275,-0.8095797,-0.3398419,-0.43344516,-0.9312666,0.65684134,-0.8303893,-0.100090176,-0.98365206,-1.0406998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.45159832,-0.13072488,-0.58370924,-0.58353525,-0.13935737,-0.17141588,-0.34095597,-0.108797856,-0.6849202,-0.44985682,0.06495167,-0.7714685,-0.39820972
11,-0.031352017,0.22205038,-0.594731,-0.6452054,-0.013364528,0.0,-1.0487595,1.176275,-0.8095797,-0.3398419,-0.43344516,-0.9312666,0.65684134,-0.8303893,-0.100090176,-0.98365206,-1.0406998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.45159832,-0.13072488,-0.58370924,-0.58353525,-0.13935737,-0.17141588,-0.34095597,-0.108797856,-0.6849202,-0.44985682,0.06495167,-0.7714685,-0.39820972
12,-0.021739675,0.22205038,-0.594731,-0.6452054,-0.013364528,0.0,-1.0487595,1.176275,-0.8095797,-0.3398419,-0.43344516,-0.9312666,0.65684134,-0.8303893,0.68171394,-0.98365206,-1.0406998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.45159832,-0.13072488,-0.58370924,-0.58353525,-0.13935737,-0.17141588,-0.34095597,-0.108797856,-0.6849202,-0.44985682,0.06495167,-0.7714685,-0.39820972
13,-0.016630974,0.22205038,-0.8907026,-0.15815541,0.49773297,0.0,-0.6893541,0.9568258,-0.8095797,-0.26621056,-0.36292824,-0.81598246,0.508159,-0.5464928,0.47560194,-0.9218129,-0.90440774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.6002976,-0.11666635,-0.5596381,-0.2117287,0.09587517,0.20573041,0.13717192,-0.108797856,-0.38928002,-0.3579231,-0.31760547,-1.3544807,0.031517684
14,-0.028825587,0.22205038,-0.8907026,-0.15815541,0.49773297,0.0,-0.6893541,0.9568258,-0.8095797,-0.26621056,-0.36292824,-0.81598246,0.508159,-0.5464928,0.890195,-0.9218129,-0.90440774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.6002976,-0.11666635,-0.5596381,-0.2117287,0.09587517,0.20573041,0.13717192,-0.108797856,-0.38928002,-0.3579231,-0.31760547,-1.3544807,0.031517684
15,-0.028164687,0.22205038,-0.8907026,-0.15815541,0.49773297,0.0,-0.6893541,0.9568258,-0.8095797,-0.26621056,-0.36292824,-0.81598246,0.508159,-0.5464928,0.96600634,-0.9218129,-0.90440774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.6002976,-0.11666635,-0.5596381,-0.2117287,0.09587517,0.20573041,0.13717192,-0.108797856,-0.38928002,-0.3579231,-0.31760547,-1.3544807,0.031517684
16,-0.011359334,0.22205038,-1.6306316,-0.15815541,0.49773297,0.8999564,-0.8690568,1.176275,-0.8095797,-0.26621056,-0.2924113,-0.9312666,0.3837064,-0.5464928,0.00415037,-1.060951,-0.9952692,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.19793494,-0.030812737,-0.75220734,-0.51900685,0.028665874,-0.17141588,-0.076755546,-0.108797856,-0.30275118,-0.42359003,-0.70016265,-1.3544807,-0.10277213
17,-0.027672214,0.22205038,-1.6306316,-0.15815541,0.49773297,0.8999564,-0.8690568,1.176275,-0.8095797,-0.26621056,-0.2924113,-0.9312666,0.3837064,-0.5464928,0.6319628,-1.060951,-0.9952692,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.19793494,-0.030812737,-0.75220734,-0.51900685,0.028665874,-0.17141588,-0.076755546,-0.108797856,-0.30275118,-0.42359003,-0.70016265,-1.3544807,-0.10277213
18,-0.027396686,0.22205038,-1.6306316,-0.15815541,0.49773297,0.8999564,-0.8690568,1.176275,-0.8095797,-0.26621056,-0.2924113,-0.9312666,0.3837064,-0.5464928,0.9233625,-1.060951,-0.9952692,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.19793494,-0.030812737,-0.75220734,-0.51900685,0.028665874,-0.17141588,-0.076755546,-0.108797856,-0.30275118,-0.42359003,-0.70016265,-1.3544807,-0.10277213
19,-0.0028454405,0.22205038,-1.6306316,-0.15815541,0.49773297,0.8999564,-0.8690568,1.176275,-0.8095797,-0.26621056,-0.2924113,-0.9312666,0.3837064,-0.5464928,0.21263146,-1.060951,-0.9952692,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.19793494,-0.030812737,-0.75220734,-0.51900685,0.028665874,-0.17141588,-0.076755546,-0.108797856,-0.30275118,-0.42359003,-0.70016265,-1.3544807,-0.10277213
20,-0.04261112,0.22205038,-1.6306316,-0.15815541,0.49773297,0.8999564,-0.8690568,1.176275,-0.8095797,-0.26621056,-0.2924113,-0.9312666,0.3837064,-0.5464928,0.93046975,-1.060951,-0.9952692,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.19793494,-0.030812737,-0.75220734,-0.51900685,0.028665874,-0.17141588,-0.076755546,-0.108797856,-0.30275118,-0.42359003,-0.70016265,-1.3544807,-0.10277213
21,-0.043104507,0.22205038,-1.6306316,-0.15815541,0.49773297,0.8999564,-0.8690568,1.176275,-0.8095797,-0.26621056,-0.2924113,-0.9312666,0.3837064,-0.5464928,0.93046975,-1.060951,-0.9952692,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.19793494,-0.030812737,-0.75220734,-0.51900685,0.028665874,-0.17141588,-0.076755546,-0.108797856,-0.30275118,-0.42359003,-0.70016265,-1.3544807,-0.10277213
22,-0.033052783,0.22205038,-1.6306316,-0.15815541,0.49773297,0.8999564,-0.8690568,1.176275,-0.8095797,-0.26621056,-0.2924113,-0.9312666,0.3837064,-0.5464928,0.93046975,-1.060951,-0.9952692,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.19793494,-0.030812737,-0.75220734,-0.51900685,0.028665874,-0.17141588,-0.076755546,-0.108797856,-0.30275118,-0.42359003,-0.70016265,-1.3544807,-0.10277213
23,0.014618065,0.22205038,-1.6306316,-0.15815541,0.49773297,0.8999564,-0.8690568,1.176275,-0.8095797,-0.26621056,-0.2924113,-0.9312666,0.3837064,-0.5464928,0.8949332,-1.060951,-0.9952692,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.19793494,-0.030812737,-0.75220734,-0.51900685,0.028665874,-0.17141588,-0.076755546,-0.108797856,-0.30275118,-0.42359003,-0.70016265,-1.3544807,-0.10277213
24,-0.0487606,0.22205038,-0.4467452,0.085369565,-0.3540962,0.8999564,-1.0487595,0.9568258,-0.3499647,-0.3398419,-0.22189435,-0.9312666,0.08331304,-0.26259628,0.49692386,-0.4734789,-0.4046699,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.038234413,-0.030812737,-0.29485533,-0.36536777,0.23029377,0.20573041,-0.37981945,-0.108797856,-0.21622235,0.18054588,-0.70016265,-1.3544807,-0.33106482
25,0.030326799,0.22205038,-0.2987594,-0.15815541,-0.69482785,0.8999564,-0.6893541,0.29847822,-0.3499647,-0.41347322,-0.2924113,-0.87362456,0.3837064,-0.16796412,0.25527534,-0.38072014,-0.58639276,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.09734429,-0.025768816,-0.81238526,-0.62348145,-0.088950396,-0.20535904,-0.23657718,-0.108797856,-0.11527203,0.1411457,-0.5088841,-1.3544807,-0.23706195
26,0.08058083,0.22205038,-0.8907026,-0.15815541,-1.0355595,0.8079073,-0.6893541,-0.14042015,-0.3499647,-0.26621056,-0.01034354,-0.58541423,-0.517749,-0.073331945,-0.09772108,-0.38072014,-0.3138085,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.5040804,-0.030812737,-0.7281362,-0.2117287,-0.4417992,-0.54856217,0.45806313,-0.108797856,-0.12248276,0.29874638,-0.8914412,-1.3544807,0.30009732
27,-0.01992815,0.22205038,-0.7427168,-0.15815541,-0.86519367,0.8079073,-0.6893541,-0.5793185,-0.5031697,-0.3398419,0.34224114,-0.354846,-1.0414412,-0.16796412,-0.15221044,-0.55077785,-0.45010063,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.4341043,-0.009349335,-0.704065,-0.2117287,-0.3745899,-0.17141588,0.42240855,-0.108797856,0.01452123,0.101745546,-0.70016265,-1.3544807,0.28666833
28,0.0035255628,0.22205038,-1.7786174,-0.6452054,-0.52446204,0.8079073,-1.0487595,0.29847822,-0.6563747,-0.41347322,0.34224114,-0.354846,-1.0414412,-0.64112496,0.0941763,-0.55077785,-0.45010063,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.4341043,-0.009349335,-0.704065,-0.2117287,-0.3745899,-0.17141588,0.42240855,-0.108797856,0.01452123,0.101745546,-0.70016265,-1.3544807,0.28666833
29,-0.02196028,0.22205038,-1.3346599,-1.1322553,-0.86519367,0.8079073,-0.6893541,-0.5793185,-0.6563747,-0.3398419,0.27172422,-0.41248804,-0.96379596,-0.64112496,-0.19248521,-0.62807685,-0.54096204,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.32914013,-0.05227614,-0.4392823,-0.2117287,0.028665874,0.20573041,-0.041100968,-0.108797856,0.0073104934,0.009811819,0.06495167,0.121499605,-0.062485185
30,-0.007019546,0.22205038,-1.3346599,-1.1322553,-0.86519367,0.8079073,-0.6893541,-0.5793185,-0.6563747,-0.3398419,0.27172422,-0.41248804,-0.96379596,-0.64112496,-0.085875556,-0.62807685,-0.54096204,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.32914013,-0.05227614,-0.4392823,-0.2117287,0.028665874,0.20573041,-0.041100968,-0.108797856,0.0073104934,0.009811819,0.06495167,0.121499605,-0.062485185
31,-0.011415172,0.22205038,-1.3346599,-1.1322553,-0.18373036,0.8079073,-0.5096514,0.07902903,-0.8095797,-0.3398419,0.6243089,-0.41248804,-1.2731378,-0.64112496,-0.050339006,-0.73629534,-0.6318235,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.32914013,-0.05227614,-0.4392823,-0.2117287,0.028665874,0.20573041,-0.041100968,-0.108797856,-0.12969351,-0.108388685,0.06495167,0.121499605,-0.34449378
32,-0.016411284,0.22205038,-1.3346599,-1.1322553,-0.18373036,0.8079073,-0.5096514,0.07902903,-0.8095797,-0.3398419,0.7653428,-0.41248804,-1.3605576,-0.64112496,0.19841684,-0.73629534,-0.6318235,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.32914013,-0.05227614,-0.4392823,-0.2117287,0.028665874,0.20573041,-0.041100968,-0.108797856,-0.12969351,-0.108388685,0.06495167,0.121499605,-0.34449378
33,-0.032669242,0.22205038,-0.00278781,-0.6452054,1.6902938,0.8079073,-0.5096514,2.273521,-0.6563747,-0.41347322,0.20120728,-0.6430563,-0.87513727,-0.45186064,-0.047969904,-0.6744562,-0.54096204,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.09297078,-0.11666635,-0.17449954,-0.51900685,0.23029377,-0.17141588,-0.61157423,-0.108797856,-0.16574718,-0.05585513,1.5951803,0.121499605,-0.54592854
34,-0.01811571,0.22205038,-0.00278781,-0.6452054,1.6902938,0.8079073,-0.5096514,2.273521,-0.6563747,-0.41347322,0.20120728,-0.6430563,-0.87513727,-0.45186064,0.6674993,-0.6744562,-0.54096204,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.09297078,-0.11666635,-0.17449954,-0.51900685,0.23029377,-0.17141588,-0.61157423,-0.108797856,-0.16574718,-0.05585513,1.5951803,0.121499605,-0.54592854
35,-0.0075687706,0.22205038,-0.00278781,-0.6452054,1.6902938,0.8079073,-0.5096514,2.273521,-0.6563747,-0.41347322,0.20120728,-0.6430563,-0.87513727,-0.45186064,-0.021909766,-0.6744562,-0.54096204,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,-0.09297078,-0.11666635,-0.17449954,-0.51900685,0.23029377,-0.17141588,-0.61157423,-0.108797856,-0.16574718,-0.05585513,1.5951803,0.121499605,-0.54592854
36,-0.044257876,0.22205038,0.14519799,-0.4016804,0.8384646,0.8079073,-0.8690568,1.8346225,-0.5031697,-0.41347322,-0.08086048,-0.9312666,-0.35419846,-0.35722846,0.10365271,-0.62807685,-0.54096204,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.53681415,-0.009349335,-0.5355669,-0.6726459,0.16308446,-0.17141588,-0.6650561,-0.108797856,-0.10085055,-0.0033215706,0.6387874,0.121499605,-0.53249955
37,-0.015369588,0.22205038,0.14519799,-0.4016804,0.8384646,0.8079073,-0.8690568,1.8346225,-0.5031697,-0.41347322,-0.08086048,-0.9312666,-0.35419846,-0.35722846,0.10365271,-0.62807685,-0.54096204,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.53681415,-0.009349335,-0.5355669,-0.6726459,0.16308446,-0.17141588,-0.6650561,-0.108797856,-0.10085055,-0.0033215706,0.6387874,0.121499605,-0.53249955
38,0.00055975094,0.22205038,0.14519799,-0.4016804,0.8384646,0.8079073,-0.8690568,1.8346225,-0.5031697,-0.41347322,-0.08086048,-0.9312666,-0.35419846,-0.35722846,0.4471727,-0.62807685,-0.54096204,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.53681415,-0.009349335,-0.5355669,-0.6726459,0.16308446,-0.17141588,-0.6650561,-0.108797856,-0.10085055,-0.0033215706,0.6387874,0.121499605,-0.53249955
39,-0.01899447,0.22205038,0.4411696,-0.6452054,0.1570013,0.8079073,-1.0487595,1.3957242,-0.3499647,-0.41347322,-0.36292824,-0.98890865,0.508159,0.21056457,0.19841684,-0.58169746,-0.54096204,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.5630552,-0.009349335,-0.27078417,-0.51900685,0.062270522,-0.17141588,-0.70071065,-0.108797856,-0.29554045,-0.01645496,0.4475088,0.121499605,-0.55935746
40,-0.0026815885,0.22205038,0.4411696,-0.6452054,0.1570013,0.8079073,-1.0487595,1.3957242,-0.3499647,-0.41347322,-0.36292824,-0.98890865,0.508159,0.21056457,0.49692386,-0.58169746,-0.54096204,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.5630552,-0.009349335,-0.27078417,-0.51900685,0.062270522,-0.17141588,-0.70071065,-0.108797856,-0.29554045,-0.01645496,0.4475088,0.121499605,-0.55935746
41,-0.01575313,0.22205038,0.4411696,-0.6452054,0.1570013,0.8079073,-1.0487595,1.3957242,-0.3499647,-0.41347322,-0.36292824,-0.98890865,0.508159,0.21056457,0.25527534,-0.41163972,-0.4046699,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.17818663,-0.030812737,-0.6559227,-0.6726459,0.19668911,-0.17141588,-0.4689559,-0.108797856,-0.07200761,0.23307943,0.6387874,0.121499605,-0.39820972
42,-0.0032298975,0.22205038,0.4411696,-0.6452054,0.1570013,0.8079073,-1.0487595,1.3957242,-0.3499647,-0.41347322,-0.36292824,-0.98890865,0.508159,0.21056457,0.41163614,-0.41163972,-0.4046699,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.17818663,-0.030812737,-0.6559227,-0.6726459,0.19668911,-0.17141588,-0.4689559,-0.108797856,-0.07200761,0.23307943,0.6387874,0.121499605,-0.39820972
43,-0.015204821,0.22205038,0.29318377,0.085369565,-0.013364528,0.8079073,-1.2284622,0.9568258,-0.043554723,-0.41347322,-0.2924113,-0.9312666,0.3837064,-0.073331945,0.34056306,-0.38072014,-0.49553135,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.39686194,0.012114068,-0.5355669,-0.51900685,0.43192166,0.20573041,-0.55809236,-0.108797856,-0.22343308,0.20681266,0.06495167,-1.3544807,-0.45192564
44,-0.002296216,0.22205038,0.29318377,0.085369565,-0.013364528,0.8079073,-1.2284622,0.9568258,-0.043554723,-0.41347322,-0.2924113,-0.9312666,0.3837064,-0.073331945,-0.5976019,-0.38072014,-0.49553135,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.39686194,0.012114068,-0.5355669,-0.51900685,0.43192166,0.20573041,-0.55809236,-0.108797856,-0.22343308,0.20681266,0.06495167,-1.3544807,-0.45192564
45,-0.016138501,0.22205038,0.29318377,0.085369565,-0.013364528,0.8079073,-1.2284622,0.9568258,-0.043554723,-0.41347322,-0.2924113,-0.9312666,0.3837064,-0.073331945,0.7243578,-0.33434078,-0.26837778,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.21317467,-0.009349335,-0.46335346,-0.51900685,0.8015728,0.5828767,-0.5046105,-0.108797856,-0.2666975,0.32501316,1.4039017,0.121499605,-0.38478073
46,-0.0035594322,0.22205038,0.29318377,0.085369565,-0.013364528,0.8079073,-1.2284622,0.9568258,-0.043554723,-0.41347322,-0.2924113,-0.9312666,0.3837064,-0.073331945,0.5395677,-0.33434078,-0.26837778,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.21317467,-0.009349335,-0.46335346,-0.51900685,0.8015728,0.5828767,-0.5046105,-0.108797856,-0.2666975,0.32501316,1.4039017,0.121499605,-0.38478073
47,-0.014875286,0.22205038,0.7371412,0.32889456,-0.013364528,0.8079073,-1.0487595,0.9568258,0.10965027,-0.41347322,-0.36292824,-0.9312666,0.508159,0.21056457,0.36543864,-0.27250162,-0.3138085,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.34437987,-0.009349335,-0.5355669,-0.51900685,1.0368053,0.5828767,-0.5937469,-0.108797856,-0.24506529,0.29874638,1.2126231,0.121499605,-0.45192564
48,-0.002406061,0.22205038,0.7371412,0.32889456,-0.013364528,0.8079073,-1.0487595,0.9568258,0.10965027,-0.41347322,-0.36292824,-0.9312666,0.508159,0.21056457,0.5111385,-0.27250162,-0.3138085,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.34437987,-0.009349335,-0.5355669,-0.51900685,1.0368053,0.5828767,-0.5937469,-0.108797856,-0.24506529,0.29874638,1.2126231,0.121499605,-0.45192564
49,-0.016028658,0.22205038,-0.00278781,-0.4016804,0.1570013,0.8079073,-1.0487595,0.5179274,0.10965027,-0.41347322,-0.2924113,-0.87362456,0.3837064,0.21056457,-0.04678535,-0.27250162,-0.3138085,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.34437987,-0.009349335,-0.5355669,-0.51900685,1.0368053,0.5828767,-0.5937469,-0.108797856,-0.24506529,0.29874638,1.2126231,0.121499605,-0.45192564
50,-0.0074598407,0.22205038,-0.00278781,-0.4016804,0.1570013,0.8079073,-1.0487595,0.5179274,0.10965027,-0.41347322,-0.2924113,-0.87362456,0.3837064,0.21056457,1.1010453,-0.27250162,-0.3138085,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.34437987,-0.009349335,-0.5355669,-0.51900685,1.0368053,0.5828767,-0.5937469,-0.108797856,-0.24506529,0.29874638,1.2126231,0.121499605,-0.45192564
51,-0.0109748775,0.22205038,-0.00278781,-0.4016804,0.1570013,0.8079073,-1.0487595,0.5179274,0.10965027,-0.41347322,-0.2924113,-0.87362456,0.3837064,0.21056457,0.12734374,-0.27250162,-0.3138085,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.34437987,-0.009349335,-0.5355669,-0.51900685,1.0368053,0.5828767,-0.5937469,-0.108797856,-0.24506529,0.29874638,1.2126231,0.121499605,-0.45192564
52,0.005227243,0.22205038,-0.00278781,-0.4016804,0.1570013,0.8079073,-1.0487595,0.5179274,0.10965027,-0.41347322,-0.2924113,-0.87362456,0.3837064,0.21056457,1.3142645,-0.27250162,-0.3138085,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.34437987,-0.009349335,-0.5355669,-0.51900685,1.0368053,0.5828767,-0.5937469,-0.108797856,-0.24506529,0.29874638,1.2126231,0.121499605,-0.45192564
53,-0.023661962,0.22205038,-0.00278781,-0.4016804,0.1570013,0.8079073,-1.0487595,0.5179274,0.10965027,-0.41347322,-0.2924113,-0.87362456,0.3837064,0.21056457,0.3192411,-0.27250162,-0.3138085,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.34437987,-0.009349335,-0.5355669,-0.51900685,1.0368053,0.5828767,-0.5937469,-0.108797856,-0.24506529,0.29874638,1.2126231,0.121499605,-0.45192564
54,-0.003999727,0.22205038,-0.00278781,-0.4016804,0.1570013,0.8079073,-1.0487595,0.5179274,0.10965027,-0.41347322,-0.2924113,-0.87362456,0.3837064,0.21056457,0.36188498,-0.27250162,-0.3138085,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.34437987,-0.009349335,-0.5355669,-0.51900685,1.0368053,0.5828767,-0.5937469,-0.108797856,-0.24506529,0.29874638,1.2126231,0.121499605,-0.45192564
55,-0.046784308,0.22205038,-0.00278781,-0.4016804,0.1570013,0.8079073,-1.0487595,0.5179274,0.10965027,-0.41347322,-0.2924113,-0.87362456,0.3837064,0.21056457,-0.49809954,-0.27250162,-0.3138085,0.2594171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33501926,0.34437987,-0.009349335,-0.5355669,-0.51900685,1.0368053,0.5828767,-0.5937469,-0.108797856,-0.24506529,0.29874638,1.2126231,0.121499605,-0.45192564
